0 0 10000
334 88 8 3
296 421 5 7
354 251 6 8
17 -34 6 8
341 -454 4 2
410 -339 9 5
54 -393 2 3
498 193 9 9
54 -158 6 7
100 -448 7 1
-151 344 3 9
147 -383 8 6
-279 152 8 4
-483 -179 9 3
-327 309 5 2
-479 110 3 5
257 464 3 5
355 119 7 1
256 -28 5 0
169 -414 5 7
433 453 1 1
92 -467 8 3
49 -93 6 7
-422 -183 5 1
388 -269 8 2
-429 -463 2 5
405 -143 3 2
-300 248 7 1
128 97 3 3
-255 -438 2 1
474 -205 5 2
-355 -300 8 6
269 -70 1 8
-178 68 9 5
331 403 7 6
-54 321 8 5
419 -444 2 2
64 310 4 4
385 36 6 9
-35 -227 8 5
-162 -470 9 2
229 105 4 1
-334 63 1 5
-449 101 2 0
180 -322 6 1
-206 -463 4 6
-232 380 7 5
-341 210 1 3
-272 432 7 1
-76 -76 5 1
66 290 4 7
-274 381 9 2
347 123 6 4
-261 307 1 1
370 339 5 4
227 -31 5 5
405 464 4 4
311 -399 6 9
-29 -97 4 0
295 400 1 4
-110 465 9 3
214 123 1 2
482 -242 7 2
257 -139 1 2
103 -121 3 5
6 472 5 3
-189 -114 2 9
-361 296 4 3
36 -113 1 1
324 455 4 1
373 497 8 3
-250 -251 1 8
-447 -94 6 4
7 209 7 5
-376 -312 3 3
-91 -110 7 6
17 -45 6 5
-391 264 2 1
-248 55 5 5
-371 -177 6 5
-208 65 3 6
435 -412 9 0
-401 85 4 7
-268 -375 1 2
143 318 7 7
-357 -426 3 9
-494 37 9 2
-279 -214 3 1
406 253 5 3
-197 -205 2 3
-427 384 4 1
31 -156 1 3
-109 -276 2 8
-395 -54 2 2
227 -166 5 3
256 -236 9 2
-215 71 8 2
-153 -494 4 1
-211 432 2 6
-50 66 3 5
-418 256 8 3
-185 83 6 3
-154 107 4 1
-369 -169 7 5
-56 132 9 4
269 -348 9 9
-419 -140 8 9
-394 313 6 0
61 -358 8 5
30 438 2 7
496 467 8 3
36 -289 1 6
84 92 4 1
-245 -191 5 4
359 -255 6 2
-6 240 9 9
-491 -252 8 0
-344 106 3 7
292 229 6 0
426 458 9 0
-254 145 5 0
-41 370 2 8
29 -389 7 0
-7 -408 2 4
103 -116 9 4
494 -486 4 0
410 -424 1 1
-420 37 2 2
358 -174 3 4
-472 -40 6 2
47 214 7 0
441 -180 6 8
115 -345 8 8
-237 -441 2 9
108 -158 8 5
-260 412 5 9
-257 -480 4 2
-274 -14 8 5
34 -59 2 6
238 284 7 3
389 -213 5 6
177 100 5 9
169 386 2 3
387 -251 9 5
91 -83 7 1
172 -218 7 1
-145 95 2 6
-206 451 3 8
227 425 7 0
-403 437 8 2
-318 73 8 6
237 -452 6 3
-203 -194 9 9
53 -134 1 9
77 355 9 3
337 -280 8 3
197 281 2 4
436 -114 3 5
471 464 2 1
-377 -77 3 3
-337 -379 7 1
-490 -303 1 7
-81 -233 1 9
377 -225 4 0
461 371 4 0
46 57 1 1
-208 -115 8 5
424 412 5 8
159 460 1 4
-226 -121 9 2
116 -15 7 1
-209 58 2 7
212 -191 9 0
-206 421 3 9
231 -343 7 3
-283 -412 7 8
201 244 1 1
32 286 4 1
-49 274 7 7
269 235 5 5
-53 249 7 9
433 -322 4 2
-340 346 7 4
202 444 8 7
-19 -447 7 5
-99 -454 2 5
-13 -251 5 6
-375 -331 9 4
-84 117 6 2
381 -137 3 0
-433 499 5 6
-455 198 2 2
447 -19 1 5
381 53 1 8
21 -16 9 5
-315 -75 9 4
483 -102 8 0
345 -456 7 4
419 404 5 0
-12 269 1 2
-158 -238 8 8
298 305 7 5
169 273 2 6
241 -205 9 1
307 -380 5 2
414 -488 1 2
229 29 6 2
348 -108 5 8
142 -214 8 4
-333 344 8 7
-263 249 5 1
23 -208 2 2
-339 -18 7 2
-76 477 6 8
444 -143 1 2
-269 -175 9 4
96 -53 7 3
47 287 2 4
-132 -321 1 1
235 35 8 0
-165 -144 3 1
-274 17 6 3
420 327 5 7
-34 -375 5 1
-103 -425 5 8
-280 29 2 8
429 498 5 4
-446 231 1 6
-184 -344 8 6
-346 167 1 1
54 -112 1 3
-53 -192 2 1
-421 79 1 3
-62 259 8 2
449 -207 7 4
-103 -94 2 4
408 79 7 8
183 343 2 0
-36 -464 1 4
461 331 8 7
416 91 1 1
-401 72 6 0
-176 262 8 9
-146 407 8 7
-423 6 9 8
326 -485 8 4
153 382 1 9
-222 43 6 4
-229 -349 1 5
102 185 9 6
-60 -494 9 0
-336 23 7 0
-478 105 2 3
317 398 5 4
430 -173 9 7
224 224 2 2
-438 276 6 5
26 -199 7 9
-304 291 1 0
-311 -458 5 0
289 -459 1 6
-346 -441 5 8
-334 -336 3 2
352 138 6 1
-3 -320 6 4
144 -21 8 9
-175 327 8 8
209 -42 4 0
-227 -475 8 2
148 236 1 6
489 154 8 0
57 200 9 5
425 398 2 7
-278 -130 3 0
-437 -466 9 7
-162 -485 3 8
63 -81 3 9
249 -424 6 3
375 408 6 6
469 -128 1 6
185 -346 3 8
-204 213 2 1
207 393 6 4
35 -45 8 8
286 -55 2 3
171 267 9 4
136 -420 5 7
297 -399 9 1
468 -4 2 5
-401 -339 7 8
-327 -219 4 4
432 309 2 9
-224 468 5 9
260 486 7 7
-145 125 1 0
400 -456 1 2
129 232 6 4
-34 -402 6 6
-24 221 3 3
-279 -261 1 1
-478 446 7 7
-350 195 5 7
353 91 5 2
-427 -111 2 6
-393 465 9 1
-24 -119 9 4
86 463 4 1
203 -354 3 7
323 -186 4 0
-391 -154 4 3
53 66 2 8
154 330 3 9
382 43 1 1
-382 -97 3 8
-319 -35 8 5
-150 -419 3 9
-31 31 3 5
-222 0 6 8
432 270 4 6
204 -61 5 2
203 369 2 3
-411 -330 3 8
-173 -358 8 8
61 410 7 9
235 -142 4 8
-462 -333 1 4
173 -85 4 2
-88 -119 3 7
339 324 8 2
54 -361 6 6
-461 -77 8 9
151 363 7 6
-42 323 5 8
259 267 2 9
123 -261 7 7
172 -196 8 1
384 228 7 3
-134 492 8 0
-432 184 7 5
7 -319 4 1
205 255 4 5
317 472 7 1
84 -164 1 9
318 -253 2 9
-393 -86 2 8
-432 -200 3 6
17 497 8 8
-356 -186 2 5
379 -44 9 8
-105 -298 1 3
87 -154 8 0
-274 -175 7 2
108 -49 8 6
-128 199 2 9
-63 -199 9 9
322 -326 6 9
-9 -403 8 9
24 494 3 1
218 47 7 4
498 425 2 0
-56 437 2 2
412 39 2 1
299 -217 6 7
432 360 5 9
-313 -495 1 6
38 -390 3 5
224 280 9 5
-213 89 1 4
-59 -213 1 9
-383 -90 9 8
404 -452 9 1
101 -49 1 7
39 -137 2 2
-362 38 1 8
-452 324 6 5
90 177 5 2
165 -316 4 7
231 56 8 1
-312 491 1 5
308 -58 6 8
181 203 9 0
116 476 8 5
-152 -344 5 9
420 -123 9 7
260 -275 7 3
-410 -14 8 9
-331 53 9 0
-317 67 4 8
188 40 3 6
-279 457 8 4
-261 -428 8 0
-313 -164 7 9
129 -105 5 2
-111 -380 8 7
93 -175 4 1
-240 -51 4 1
-264 334 9 9
317 149 9 1
-418 89 2 9
-160 39 2 9
231 -60 7 5
-73 467 3 8
-134 387 7 5
-219 -363 6 1
-248 300 1 9
26 9 8 1
-391 -394 7 1
-114 -321 6 5
-122 -33 4 6
-360 -82 6 4
-462 -60 7 2
-163 294 7 7
-16 339 2 5
60 -286 3 6
-1 -356 3 4
-345 -494 5 1
345 -5 8 2
-260 -353 5 0
-46 219 8 4
-215 126 4 5
237 489 2 2
252 358 9 2
-12 -287 5 9
214 329 7 5
108 -5 5 9
135 -50 7 3
-79 213 7 7
295 -486 3 3
318 -27 8 4
-265 314 7 7
218 404 5 9
-250 -355 1 3
-133 188 9 2
-300 198 7 2
429 168 8 7
226 -426 2 6
462 382 5 8
152 -405 7 3
398 -39 7 2
-3 413 6 7
230 491 1 8
-33 13 6 2
-334 351 3 1
477 -160 6 9
497 53 4 6
-74 -75 8 1
59 236 7 8
-93 -415 4 7
-214 176 1 7
426 385 1 6
339 369 3 0
-399 218 6 3
407 -104 2 4
-85 81 9 3
436 458 8 6
-419 -152 2 9
326 44 3 8
100 60 4 8
147 217 4 7
405 -240 4 2
-306 -295 1 5
-399 96 7 6
136 0 4 9
-385 -293 6 5
-26 459 6 7
134 -471 2 0
-432 105 6 3
297 -8 9 3
-128 -10 1 3
237 -20 5 9
234 -134 6 7
27 -110 7 9
289 -332 7 7
459 -429 2 5
-185 -160 6 3
3 -109 9 9
-422 -4 5 0
327 89 7 7
-51 -236 2 4
174 -118 5 0
-435 446 1 3
243 369 5 2
395 -451 4 4
209 -186 5 6
439 -94 9 5
-333 254 7 4
-484 62 9 0
52 -42 9 5
184 -340 7 4
410 9 6 8
-185 -139 2 3
294 -223 3 8
-392 -15 6 6
257 238 2 8
369 -20 2 1
167 415 9 2
-126 366 3 0
-378 -30 6 1
357 -99 6 6
-90 -419 1 8
138 -70 7 8
-412 482 5 9
3 315 3 9
130 -142 5 2
-17 -12 1 9
423 -54 5 4
-300 -43 7 3
-57 -413 3 4
21 433 8 3
318 -199 6 1
-428 98 5 6
-248 480 8 8
132 -10 4 8
-335 -140 8 4
10 -183 3 9
407 468 6 1
-183 -161 2 1
398 353 8 9
-406 471 3 2
328 -404 6 1
0 88 9 3
-236 74 4 9
232 -18 8 0
327 -497 7 7
450 -498 8 4
-3 -374 1 1
37 -195 9 6
-317 412 5 5
313 -408 4 2
331 -357 5 7
-245 -373 2 1
-316 181 7 7
-261 -482 8 2
347 -330 9 0
165 24 4 9
-145 -104 1 0
481 -46 7 5
302 -243 1 9
328 238 9 6
-412 -273 2 1
-463 115 9 9
29 192 1 5
491 -41 1 9
69 296 3 4
-463 -148 1 2
106 167 1 2
-182 -398 3 3
-441 -320 3 0
-271 -207 2 3
139 -137 3 6
452 42 5 3
16 377 6 4
-369 -338 5 2
-328 -138 5 0
264 369 1 0
177 285 2 4
343 283 9 9
381 -18 2 3
49 -217 3 3
47 349 3 2
165 -320 9 6
245 -113 7 5
295 430 1 5
71 -42 4 7
-72 219 7 4
205 276 4 4
-196 -4 3 4
-309 -367 9 0
356 132 2 1
430 -300 5 0
-363 471 4 5
-127 259 2 9
65 -163 7 1
107 103 2 5
-413 352 7 3
-94 180 6 4
-397 -198 6 8
238 -117 9 7
386 343 1 0
64 -8 7 8
-275 -477 1 1
-70 -213 1 8
-37 16 4 6
-123 260 4 4
-158 483 6 1
-290 -121 5 3
-386 314 4 4
327 -290 5 7
-475 91 8 7
-438 -261 7 5
61 457 7 7
21 458 2 2
-223 -359 6 9
-126 435 8 2
-239 52 9 1
-337 -465 4 4
351 50 5 3
25 372 8 0
232 -336 3 2
-233 222 2 6
-277 28 8 8
-322 -53 6 2
-68 257 5 8
472 439 9 2
237 -66 4 5
119 187 9 9
-291 208 5 0
60 -63 9 4
-395 326 4 9
-275 -99 2 5
-435 -309 7 4
348 9 5 0
-172 461 7 2
305 80 4 3
131 -414 9 0
238 -77 3 5
-259 -345 1 3
-150 297 7 4
-215 398 2 3
-490 2 5 2
23 -318 7 1
27 -426 5 6
464 -130 7 4
-21 122 2 2
-493 -389 4 5
-289 -401 6 1
316 -98 8 8
-162 44 3 1
-71 -305 5 0
-4 -429 7 4
137 358 7 2
487 -112 9 4
-286 -282 7 0
-308 27 1 3
-124 11 2 0
-255 218 6 4
193 -308 3 5
128 102 8 7
277 332 1 6
-377 204 2 0
160 83 7 5
-468 222 3 2
-251 -208 2 3
-311 301 6 7
93 218 3 8
-30 352 1 6
-94 -383 4 7
268 211 4 2
110 322 1 8
343 200 4 2
301 -437 8 6
11 -139 9 4
90 306 3 0
-432 -8 2 4
115 -478 9 3
-400 222 9 1
-249 105 5 7
-162 96 7 7
-306 452 7 3
-467 52 7 2
-306 305 1 5
-489 -152 7 0
-191 -493 1 6
267 -368 6 5
-330 231 3 2
-71 -230 9 2
165 423 2 9
34 -51 6 4
312 -388 8 5
218 117 1 1
207 78 5 4
250 319 2 8
-418 -385 4 7
-489 173 4 3
325 -124 2 9
234 417 3 8
-196 -206 8 5
-434 -9 7 2
58 63 8 0
338 385 7 7
474 -305 1 6
301 410 7 8
272 335 4 5
-314 374 4 6
-123 -468 9 2
400 -285 4 8
332 -133 1 5
-101 362 2 2
211 254 6 2
232 45 3 9
-47 -478 3 6
-30 -456 3 1
-201 -212 1 4
268 -427 6 3
325 -289 9 9
-446 318 2 8
-331 -177 1 7
-87 178 9 2
74 362 7 3
134 -192 7 4
55 44 9 1
-200 49 9 1
-429 -312 7 4
247 376 7 7
177 122 5 8
305 -56 3 0
214 88 3 8
242 -304 5 6
-368 49 5 1
457 -404 1 7
-130 297 4 0
166 -171 3 2
390 -434 8 7
221 -169 8 2
278 -89 8 1
20 12 4 5
-360 105 5 5
-273 -219 4 3
275 420 2 1
-493 177 8 1
-212 -366 7 2
-216 217 7 8
-163 345 9 5
77 -155 9 9
149 -49 7 7
-188 -55 2 0
413 12 2 0
-359 358 1 2
-247 -18 8 0
-58 -15 5 1
-454 -463 9 0
341 -474 5 5
274 -300 5 7
-402 483 6 3
142 310 6 0
224 -389 2 0
-230 -22 7 3
98 461 1 5
248 499 2 9
-359 44 1 3
132 85 7 8
-248 175 5 5
-41 419 8 4
371 458 1 7
-25 414 3 0
-469 -37 2 5
395 -239 3 9
-198 -27 7 7
205 59 4 4
378 -140 2 9
-252 133 7 9
273 -385 9 0
-197 -46 1 3
-105 -500 7 3
496 -426 5 2
-486 172 8 0
215 46 4 0
-39 -306 1 7
428 220 9 2
369 -386 2 2
-37 -276 1 2
279 -266 4 1
-186 -94 8 9
16 -180 6 5
443 78 2 1
338 156 8 2
359 431 4 3
-294 351 8 3
379 -48 9 3
386 189 4 4
325 255 8 7
249 144 7 4
193 51 7 7
120 -478 5 4
-475 66 1 1
74 -450 1 8
-345 209 5 1
125 -173 2 7
4 493 9 9
-23 -94 8 7
349 452 6 4
-148 -440 3 5
-276 306 8 7
-190 454 5 6
148 362 8 9
-330 106 8 4
446 -232 6 0
448 -226 7 2
-328 -412 8 3
-363 155 4 4
168 -362 7 4
357 176 6 2
-482 -255 8 0
439 365 2 1
-497 347 1 3
-317 209 2 3
-150 351 6 6
210 126 5 1
111 -96 9 0
-129 -174 3 2
227 308 6 7
-111 433 8 3
254 -6 5 4
50 53 6 1
-477 -339 7 1
-72 113 4 4
117 -247 5 8
-204 249 1 5
81 -305 1 1
-300 -313 5 3
-238 -145 2 8
-45 -72 9 2
-214 -425 9 2
-341 405 6 3
459 191 6 2
278 170 9 5
-50 242 6 8
-349 -35 2 9
95 -42 2 8
-162 -269 9 7
-55 -491 2 8
84 339 4 6
168 385 5 2
-256 117 2 7
-299 -237 6 2
-352 355 2 3
126 -180 3 7
-45 -121 2 1
65 -338 7 7
-474 -306 8 1
379 -196 3 4
-213 -196 4 5
53 -214 9 4
250 222 9 3
-72 -328 9 1
-97 -429 6 5
343 -460 9 1
-432 -395 4 2
-451 225 2 6
-300 10 4 2
453 -309 3 2
434 330 8 4
-293 -360 3 7
195 -327 5 4
-116 2 1 2
29 -170 7 7
-212 -308 4 2
-352 -400 9 5
38 408 1 6
370 -341 4 2
-489 352 8 1
13 367 4 3
363 208 4 2
221 -186 8 9
111 -177 4 2
-424 327 7 3
-143 73 6 8
-241 455 3 4
369 -101 6 7
-139 71 6 5
255 -321 9 4
-387 189 4 1
337 193 2 6
327 93 6 5
325 255 4 3
-248 -326 7 1
347 -104 9 8
279 -93 1 2
-483 125 1 4
63 -139 1 5
351 429 2 7
-119 -113 6 2
-289 224 9 8
-95 420 2 3
-313 110 4 6
-426 -446 9 9
-88 350 1 3
53 287 5 8
441 -261 9 1
-166 342 5 3
-429 -281 7 4
-110 206 8 3
391 401 4 2
182 61 3 2
-25 -268 4 5
302 106 1 5
-185 -55 2 0
-171 -360 8 0
92 2 1 1
452 438 7 8
-354 96 5 8
-439 213 9 3
425 -156 5 5
460 -301 6 9
1 -434 2 4
-45 -205 6 0
-190 -32 9 9
-421 2 3 7
270 -174 8 5
-86 -405 3 5
-448 -367 5 3
-387 470 5 6
-439 -187 6 6
34 -15 8 9
410 -50 5 4
-499 495 6 4
-117 253 1 4
-465 -57 4 5
-241 -199 4 5
-309 81 2 2
-430 473 7 0
323 141 9 8
469 -405 5 5
-458 193 6 8
331 -350 2 5
94 231 2 0
317 207 5 4
257 486 2 5
-183 -246 6 7
-369 416 5 4
226 -63 9 9
-228 177 3 7
-347 -130 5 9
-356 35 3 5
-254 -166 8 3
-90 384 7 5
-479 247 9 0
-255 135 1 9
458 168 9 2
51 -377 4 0
305 -30 1 6
399 323 5 0
130 -149 2 7
-12 -52 9 1
278 104 9 7
216 270 6 8
351 -102 2 1
347 -467 3 7
125 -211 2 4
21 -382 5 7
-453 260 9 2
-108 221 9 1
-24 -146 1 3
-70 -168 7 2
-445 -431 3 8
417 38 4 9
-284 366 4 4
-494 413 6 4
-399 450 7 3
-411 -207 2 5
152 -421 4 2
86 271 6 3
316 -112 7 1
488 263 7 2
-412 -217 3 4
-266 156 2 3
3 94 5 3
-155 281 2 7
120 -95 5 9
152 346 6 2
62 -35 7 4
-166 -14 4 8
-441 188 7 3
-305 249 6 7
-188 373 9 2
75 -485 9 5
-271 -419 8 2
44 103 4 1
-16 458 1 7
384 -226 1 6
-212 118 2 0
-360 -217 1 0
-209 453 6 2
-109 -496 2 5
-331 224 6 9
-24 87 7 0
130 -42 4 2
84 -373 3 3
53 133 6 2
52 -87 6 5
-208 426 7 3
-233 440 5 9
-366 27 6 5
-25 435 3 9
316 58 7 5
206 -137 9 3
398 151 6 3
379 -341 9 3
332 418 7 9
-435 152 6 4
-97 40 6 5
-228 399 2 3
78 -130 5 0
-339 -411 9 2
487 -416 9 8
258 -343 9 4
126 80 2 7
-320 -465 6 8
101 -51 6 7
-169 236 7 2
-329 143 1 3
272 -253 6 3
-260 457 4 2
177 -304 7 4
-100 -399 7 1
-265 426 1 3
68 471 6 3
39 416 2 1
102 41 1 4
381 343 8 0
125 -417 7 5
-16 -368 6 3
227 285 8 2
250 -125 3 4
86 -101 8 2
-145 217 8 9
-458 464 9 6
-313 -22 2 1
481 -137 6 1
-459 206 9 1
413 32 9 8
226 -207 2 3
-307 -177 2 0
-18 -357 4 3
120 -484 8 3
46 -112 9 4
-241 374 7 4
-486 335 2 8
211 317 7 9
-366 220 8 9
-87 -259 2 5
-30 178 9 5
7 -299 1 8
389 3 8 7
59 -423 3 7
-25 -351 9 6
-236 319 2 1
-127 -424 4 6
-418 -414 9 9
236 -302 8 4
-248 -323 5 3
0 14 2 1
-99 -200 3 8
-477 -57 8 6
445 -500 8 2
-497 312 8 6
-173 349 1 4
-405 -498 7 6
-481 -289 3 2
298 -211 4 2
450 -303 2 5
-212 -5 5 2
267 -292 4 1
-452 68 4 1
-45 -125 7 0
198 -275 4 0
-313 466 7 3
-258 -299 4 6
-24 -85 2 5
393 329 9 3
26 35 9 6
-245 -476 7 1
419 -201 4 1
-15 -12 2 4
-475 -494 2 2
350 -244 7 1
229 -483 7 2
488 247 8 0
455 287 6 7
394 490 9 7
45 -236 8 6
-377 404 8 4
-171 -155 1 9
-180 73 1 4
190 455 7 1
416 -48 4 1
-458 26 9 0
-64 -274 2 1
229 -206 1 4
-34 273 4 3
-321 -373 1 1
-367 -96 2 0
20 453 2 9
254 -341 4 3
-443 313 6 7
-485 -176 6 1
-465 -277 3 7
13 -243 7 9
-114 436 9 9
-470 418 7 5
-44 -236 3 0
-238 326 3 5
-229 307 6 2
252 -356 7 4
-149 -104 2 1
-238 496 3 7
-284 432 3 9
296 -345 2 3
350 373 2 7
-296 -162 7 1
68 297 5 5
-242 374 3 8
-440 129 2 4
426 23 7 9
-66 -217 5 3
424 -303 5 9
487 -132 1 6
63 -315 9 0
105 228 1 5
258 -240 3 1
-182 413 6 2
-91 -279 5 1
-157 -94 2 9
337 136 7 9
459 32 2 9
48 106 5 4
424 -312 8 5
230 -499 7 5
408 -255 1 9
-341 391 4 6
189 422 1 1
420 -102 1 8
257 -280 7 1
319 -42 7 3
147 136 1 8
-166 380 3 1
-399 -109 7 9
-255 -5 7 6
184 -197 3 3
-458 -315 1 1
317 187 2 0
-233 286 4 0
414 -61 8 5
-143 -439 1 7
253 438 2 3
-488 -77 2 2
463 -266 2 5
-94 -132 3 4
-279 409 8 8
367 -240 3 5
-24 444 1 3
-76 -230 7 1
467 141 9 6
48 180 3 8
-343 386 9 0
299 -345 9 1
-21 -188 7 3
-436 211 3 7
-164 98 2 3
266 -319 7 8
23 142 5 5
333 -232 3 8
-211 453 6 7
406 10 5 5
-279 326 5 4
261 408 3 2
-299 477 6 1
-372 479 5 9
79 -263 6 8
424 277 5 6
-369 43 6 7
311 122 8 9
136 -347 6 7
289 215 6 9
349 -455 5 5
-31 476 4 6
268 -382 3 6
402 -201 2 1
365 478 1 6
36 112 2 8
2 -406 3 1
-389 -213 4 2
-259 443 2 9
-480 -308 1 8
-126 -321 3 1
-168 350 5 7
350 406 8 5
-60 411 6 5
458 -474 8 7
297 201 7 6
-100 -213 2 6
-354 458 9 1
-488 -63 5 8
-199 260 8 1
454 406 6 6
204 -63 9 3
-85 -358 6 1
-325 458 8 3
-379 -156 1 4
-26 255 9 4
-112 -496 4 5
277 -173 3 1
-87 -388 5 5
304 103 4 6
-320 276 7 3
118 -29 5 0
225 238 3 1
3 -273 7 9
8 204 9 3
-424 448 6 1
315 -247 2 6
154 258 9 9
-488 -261 1 1
421 -267 3 7
-210 -286 3 6
-483 -339 8 9
58 347 3 6
149 -463 7 0
-262 475 2 7
46 -4 6 6
-75 32 7 8
-88 60 8 0
81 464 1 0
-43 325 6 3
7 486 6 6
465 -286 2 9
-80 -83 1 6
-129 376 6 9
-94 -31 3 3
76 229 8 0
207 -325 8 5
-424 -232 1 8
-367 -346 1 2
-267 271 2 7
-214 -106 4 1
-392 472 2 9
-236 371 1 8
193 61 2 2
101 220 2 1
-240 193 1 2
-381 -474 9 7
335 -130 5 1
299 204 2 2
412 -134 5 2
0 120 2 1
442 358 2 7
328 -136 3 1
396 -228 5 2
402 -187 3 7
42 -311 1 0
-8 183 1 1
342 -12 2 3
-255 -100 3 2
207 -413 5 6
468 -142 6 9
130 143 5 6
177 303 8 3
-135 226 1 0
-393 -113 3 1
-46 -216 3 1
-112 -108 3 3
-126 140 5 0
229 344 8 4
-171 320 4 4
-35 -445 1 2
-370 442 2 6
241 353 7 1
-427 42 3 0
-284 -178 7 8
-4 167 3 6
436 72 5 7
-247 -26 6 1
461 284 8 3
129 -351 8 9
367 -72 4 9
363 -418 7 7
-114 -306 5 4
290 -108 9 3
-275 339 8 3
57 362 1 1
351 -201 6 4
-165 316 1 2
431 -276 8 0
-36 -196 1 1
-162 410 1 8
306 369 8 3
-470 206 3 1
21 -320 4 3
485 -248 8 1
-171 27 1 8
-415 235 1 8
144 -322 7 6
91 -202 6 9
-455 95 9 1
-451 -367 7 4
-89 250 3 0
292 -124 6 7
47 -8 5 7
-63 272 9 3
-124 -432 8 7
-63 173 8 2
-42 212 7 0
369 -286 1 8
-316 -420 3 3
-222 -111 8 5
136 223 7 0
-224 -199 1 4
224 400 3 5
-165 105 5 6
238 -500 4 5
-225 -271 9 2
-428 -257 2 9
-327 216 1 0
-130 -378 5 7
-84 353 6 8
-417 -61 5 3
-447 321 1 0
-442 180 6 0
472 458 3 5
424 -160 7 6
60 124 3 3
-445 -149 6 1
-287 400 2 2
-381 427 3 2
88 -408 5 6
-375 -403 7 4
13 87 3 5
-185 -43 5 1
-270 67 9 9
-227 -441 4 4
-97 -101 5 0
-173 59 7 0
136 -13 9 6
397 108 3 2
-381 141 9 6
-156 140 3 0
431 196 8 6
-199 96 1 7
-303 15 2 6
-362 -463 6 4
284 123 2 5
433 265 9 3
203 30 9 1
-363 -75 9 8
361 -185 5 1
396 26 2 0
227 -371 3 1
-176 21 3 3
-293 364 1 3
-366 442 7 4
-440 384 4 7
194 39 1 7
396 -224 3 3
-289 -283 8 5
156 299 6 3
136 111 3 0
-468 -283 2 0
489 370 5 7
19 -349 4 4
-330 305 2 5
-496 -361 2 1
-285 -391 2 3
341 326 4 2
-52 329 1 5
275 -311 9 1
129 377 4 7
414 464 3 1
-106 235 8 2
-267 250 3 2
78 -306 2 9
497 -17 1 3
428 456 9 5
17 -211 5 8
170 273 9 8
-278 127 8 0
-48 -10 5 4
118 254 3 5
-174 -320 3 8
144 286 6 8
213 -93 2 1
265 282 9 9
329 -201 5 7
247 -53 9 0
207 118 3 2
-39 -285 1 5
104 -489 4 2
-383 -315 8 4
181 -275 7 9
-485 173 8 8
-147 -407 8 0
459 199 7 6
151 -228 6 4
-222 271 8 6
-453 228 7 9
-390 -64 6 4
-278 486 8 2
-120 119 5 2
54 9 8 1
266 -443 7 5
248 418 5 5
107 202 9 6
-315 384 6 0
318 -307 2 9
-134 341 7 0
-323 -48 7 8
-191 -52 7 3
-392 -2 5 9
78 -131 4 0
363 338 5 8
-414 37 4 4
315 371 1 3
-268 417 9 5
-183 -436 2 7
-127 263 8 9
334 -62 4 8
76 111 4 6
-311 138 5 1
-276 130 5 9
-399 93 5 6
-380 -447 9 6
223 -10 8 9
-488 191 7 8
484 225 5 5
219 393 4 7
-425 -293 1 4
-338 143 8 0
-17 457 4 8
462 -16 1 4
92 121 8 6
27 -276 6 2
-268 420 9 6
-472 497 6 6
-275 459 2 8
-237 294 7 4
-352 -12 5 4
-279 73 4 5
316 -226 3 4
-287 -16 4 3
-222 -338 5 4
21 -13 2 6
-483 -23 2 3
499 272 3 2
-169 -241 2 2
-409 -103 2 6
-373 493 2 5
-435 -378 6 8
332 198 7 9
201 -488 4 5
-338 315 7 2
140 -390 5 9
4 -75 8 9
-434 426 2 6
188 322 1 1
471 342 1 9
346 496 5 7
-111 -382 1 3
-272 99 5 3
498 190 5 9
441 -362 8 6
-401 -195 6 8
248 -423 2 3
269 377 5 4
420 30 5 8
-267 -216 6 1
4 140 8 0
-413 -88 7 5
226 -14 5 2
377 -312 5 3
132 -387 3 7
-55 214 4 2
-455 -342 9 2
86 -294 5 2
401 -56 6 3
57 78 7 7
-413 251 6 3
-183 489 7 3
-129 -423 4 0
378 -86 4 1
157 -276 9 0
319 -289 9 3
-497 -50 1 7
64 -93 6 8
-282 -485 2 0
-477 0 9 3
313 321 9 6
410 316 9 9
69 -111 7 5
-50 34 1 9
-355 -71 4 7
169 27 5 9
-482 -360 2 3
-457 390 2 5
-181 -44 8 6
-221 391 3 9
73 180 1 5
-49 -375 7 7
-330 315 9 7
-376 367 3 3
-362 -17 6 0
-190 -484 5 0
-222 -43 4 2
476 -178 7 1
-195 -419 8 6
-200 336 8 1
-421 215 9 0
-394 348 4 6
-392 -167 4 5
-414 -491 3 1
-113 -331 3 6
-201 -438 4 5
83 204 2 0
-176 65 1 6
-400 -493 7 1
383 44 8 2
-357 -171 8 1
74 346 3 4
444 336 9 5
-328 417 1 6
356 39 9 0
288 456 9 8
295 -499 9 6
202 92 7 3
56 -90 9 2
124 -437 2 5
-318 -368 7 6
497 439 3 6
-49 263 9 1
-442 -86 9 6
-201 182 3 5
-224 342 2 2
-495 340 3 4
465 -51 1 5
316 -389 6 9
215 -431 8 4
-438 257 2 8
351 -277 3 1
231 -242 2 4
138 277 2 1
188 -23 3 9
-315 160 8 8
206 -308 3 6
-90 272 4 5
107 214 5 3
380 360 5 3
-467 -427 1 3
-448 -366 3 6
6 191 4 4
194 -460 7 6
-58 -438 9 0
395 -85 1 1
12 -362 1 9
-158 437 7 0
125 -144 9 0
-320 50 9 4
-4 -147 3 0
107 312 8 1
-397 343 7 6
-162 -376 6 2
-97 275 1 7
-195 497 1 3
-478 237 6 7
-468 -494 6 5
-328 -332 2 4
