0.0 0.0 4096
26601.390625 433338.609375 1 0
18566.5625 441373.4375 1 0
10531.734375 449408.265625 1 0
2496.90625 457443.09375 1 0
-5537.921875 465477.921875 1 0
-13572.75 473512.75 1 0
-21607.578125 481547.578125 1 0
-29642.40625 489582.40625 1 0
-37677.234375 497617.234375 1 0
-45712.0625 505652.0625 1 0
-53746.890625 513686.890625 1 0
-61781.71875 521721.71875 1 0
-69816.546875 529756.546875 1 0
-77851.375 537791.375 1 0
-85886.203125 545826.203125 1 0
-93921.03125 553861.03125 1 0
-101955.859375 561895.859375 1 0
-109990.6875 569930.6875 1 0
-118025.515625 577965.515625 1 0
-126060.34375 586000.34375 1 0
-134095.171875 594035.171875 1 0
-142130.0 602070.0 1 0
-155130.625 589069.375 1 0
-168131.25 576068.75 1 0
-181131.875 563068.125 1 0
-194132.5 550067.5 1 0
-207133.125 537066.875 1 0
-220133.75 524066.25 1 0
-233134.375 511065.625 1 0
-246135.0 498065.0 1 0
-259135.625 485064.375 1 0
-272136.25 472063.75 1 0
-285136.875 459063.125 1 0
-298137.5 446062.5 1 0
-311138.125 433061.875 1 0
-324138.75 420061.25 1 0
-337139.375 407060.625 1 0
-350140.0 394060.0 1 0
-363140.625 381059.375 1 0
-376141.25 368058.75 1 0
-389141.875 355058.125 1 0
-402142.5 342057.5 1 0
-415143.125 329056.875 1 0
-428143.75 316056.25 1 0
-441144.375 303055.625 1 0
-454145.0 290055.0 1 0
-467145.625 277054.375 1 0
-480146.25 264053.75 1 0
-493146.875 251053.125 1 0
-506147.5 238052.5 1 0
-519148.125 225051.875 1 0
-532148.75 212051.25 1 0
-545149.375 199050.625 1 0
-558150.0 186050.0 1 0
-571150.625 173049.375 1 0
-584151.25 160048.75 1 0
-597151.875 147048.125 1 0
-610152.5 134047.5 1 0
-623153.125 121046.875 1 0
-636153.75 108046.25 1 0
-649154.375 95045.625 1 0
-662155.0 82045.0 1 0
-675155.625 69044.375 1 0
-688156.25 56043.75 1 0
-701156.875 43043.125 1 0
-714157.5 30042.5 1 0
-727158.125 17041.875 1 0
-740158.75 4041.25 1 0
-753159.375 -8959.375 1 0
-766160.0 -21960.0 1 0
-779160.625 -34960.625 1 0
-792161.25 -47961.25 1 0
-805161.875 -60961.875 1 0
-818162.5 -73962.5 1 0
-831163.125 -86963.125 1 0
-844163.75 -99963.75 1 0
-857164.375 -112964.375 1 0
-870165.0 -125965.0 1 0
-883165.625 -138965.625 1 0
-896166.25 -151966.25 1 0
-909166.875 -164966.875 1 0
-922167.5 -177967.5 1 0
-935168.125 -190968.125 1 0
-948168.75 -203968.75 1 0
-961169.375 -216969.375 1 0
-974170.0 -229970.0 1 0
-953134.546875 -251005.453125 1 0
-932099.09375 -272040.90625 1 0
-911063.640625 -293076.359375 1 0
-890028.1875 -314111.8125 1 0
-868992.734375 -335147.265625 1 0
-847957.28125 -356182.71875 1 0
-826921.828125 -377218.171875 1 0
-805886.375 -398253.625 1 0
-784850.921875 -419289.078125 1 0
-763815.46875 -440324.53125 1 0
-742780.015625 -461359.984375 1 0
-721744.5625 -482395.4375 1 0
-700709.109375 -503430.890625 1 0
-679673.65625 -524466.34375 1 0
-658638.203125 -545501.796875 1 0
-637602.75 -566537.25 1 0
-616567.296875 -587572.703125 1 0
-595531.84375 -608608.15625 1 0
-574496.390625 -629643.609375 1 0
-553460.9375 -650679.0625 1 0
-532425.484375 -671714.515625 1 0
-511390.03125 -692749.96875 1 0
-490354.578125 -713785.421875 1 0
-469319.125 -734820.875 1 0
-448283.671875 -755856.328125 1 0
-427248.21875 -776891.78125 1 0
-406212.765625 -797927.234375 1 0
-385177.3125 -818962.6875 1 0
-364141.859375 -839998.140625 1 0
-343106.40625 -861033.59375 1 0
-322070.953125 -882069.046875 1 0
-301035.5 -903104.5 1 0
-280000.046875 -924139.953125 1 0
-258964.59375 -945175.40625 1 0
-237929.140625 -966210.859375 1 0
-216893.6875 -987246.3125 1 0
-195858.234375 -1008281.765625 1 0
-174822.78125 -1029317.21875 1 0
-153787.328125 -1050352.671875 1 0
-132751.875 -1071388.125 1 0
-111716.421875 -1092423.578125 1 0
-90680.96875 -1113459.03125 1 0
-69645.515625 -1134494.484375 1 0
-48610.0625 -1155529.9375 1 0
-27574.609375 -1176565.390625 1 0
-6539.15625 -1197600.84375 1 0
14496.296875 -1218636.296875 1 0
35531.75 -1239671.75 1 0
56567.203125 -1260707.203125 1 0
77602.65625 -1281742.65625 1 0
98638.109375 -1302778.109375 1 0
119673.5625 -1323813.5625 1 0
140709.015625 -1344849.015625 1 0
161744.46875 -1365884.46875 1 0
182779.921875 -1386919.921875 1 0
203815.375 -1407955.375 1 0
224850.828125 -1428990.828125 1 0
245886.28125 -1450026.28125 1 0
266921.734375 -1471061.734375 1 0
287957.1875 -1492097.1875 1 0
308992.640625 -1513132.640625 1 0
330028.09375 -1534168.09375 1 0
351063.546875 -1555203.546875 1 0
372099.0 -1576239.0 1 0
406135.078125 -1542202.921875 1 0
440171.15625 -1508166.84375 1 0
474207.234375 -1474130.765625 1 0
508243.3125 -1440094.6875 1 0
542279.390625 -1406058.609375 1 0
576315.46875 -1372022.53125 1 0
610351.546875 -1337986.453125 1 0
644387.625 -1303950.375 1 0
678423.703125 -1269914.296875 1 0
712459.78125 -1235878.21875 1 0
746495.859375 -1201842.140625 1 0
780531.9375 -1167806.0625 1 0
814568.015625 -1133769.984375 1 0
848604.09375 -1099733.90625 1 0
882640.171875 -1065697.828125 1 0
916676.25 -1031661.75 1 0
950712.328125 -997625.671875 1 0
984748.40625 -963589.59375 1 0
1018784.484375 -929553.515625 1 0
1052820.5625 -895517.4375 1 0
1086856.640625 -861481.359375 1 0
1120892.71875 -827445.28125 1 0
1154928.796875 -793409.203125 1 0
1188964.875 -759373.125 1 0
1223000.953125 -725337.046875 1 0
1257037.03125 -691300.96875 1 0
1291073.109375 -657264.890625 1 0
1325109.1875 -623228.8125 1 0
1359145.265625 -589192.734375 1 0
1393181.34375 -555156.65625 1 0
1427217.421875 -521120.578125 1 0
1461253.5 -487084.5 1 0
1495289.578125 -453048.421875 1 0
1529325.65625 -419012.34375 1 0
1563361.734375 -384976.265625 1 0
1597397.8125 -350940.1875 1 0
1631433.890625 -316904.109375 1 0
1665469.96875 -282868.03125 1 0
1699506.046875 -248831.953125 1 0
1733542.125 -214795.875 1 0
1767578.203125 -180759.796875 1 0
1801614.28125 -146723.71875 1 0
1835650.359375 -112687.640625 1 0
1869686.4375 -78651.5625 1 0
1903722.515625 -44615.484375 1 0
1937758.59375 -10579.40625 1 0
1971794.671875 23456.671875 1 0
2005830.75 57492.75 1 0
2039866.828125 91528.828125 1 0
2073902.90625 125564.90625 1 0
2107938.984375 159600.984375 1 0
2141975.0625 193637.0625 1 0
2176011.140625 227673.140625 1 0
2210047.21875 261709.21875 1 0
2244083.296875 295745.296875 1 0
2278119.375 329781.375 1 0
2312155.453125 363817.453125 1 0
2346191.53125 397853.53125 1 0
2380227.609375 431889.609375 1 0
2414263.6875 465925.6875 1 0
2448299.765625 499961.765625 1 0
2482335.84375 533997.84375 1 0
2516371.921875 568033.921875 1 0
2550408.0 602070.0 1 0
2495336.46875 657141.53125 1 0
2440264.9375 712213.0625 1 0
2385193.40625 767284.59375 1 0
2330121.875 822356.125 1 0
2275050.34375 877427.65625 1 0
2219978.8125 932499.1875 1 0
2164907.28125 987570.71875 1 0
2109835.75 1042642.25 1 0
2054764.21875 1097713.78125 1 0
1999692.6875 1152785.3125 1 0
1944621.15625 1207856.84375 1 0
1889549.625 1262928.375 1 0
1834478.09375 1317999.90625 1 0
1779406.5625 1373071.4375 1 0
1724335.03125 1428142.96875 1 0
1669263.5 1483214.5 1 0
1614191.96875 1538286.03125 1 0
1559120.4375 1593357.5625 1 0
1504048.90625 1648429.09375 1 0
1448977.375 1703500.625 1 0
1393905.84375 1758572.15625 1 0
1338834.3125 1813643.6875 1 0
1283762.78125 1868715.21875 1 0
1228691.25 1923786.75 1 0
1173619.71875 1978858.28125 1 0
1118548.1875 2033929.8125 1 0
1063476.65625 2089001.34375 1 0
1008405.125 2144072.875 1 0
953333.59375 2199144.40625 1 0
898262.0625 2254215.9375 1 0
843190.53125 2309287.46875 1 0
788119.0 2364359.0 1 0
733047.46875 2419430.53125 1 0
677975.9375 2474502.0625 1 0
622904.40625 2529573.59375 1 0
567832.875 2584645.125 1 0
512761.34375 2639716.65625 1 0
457689.8125 2694788.1875 1 0
402618.28125 2749859.71875 1 0
347546.75 2804931.25 1 0
292475.21875 2860002.78125 1 0
237403.6875 2915074.3125 1 0
182332.15625 2970145.84375 1 0
127260.625 3025217.375 1 0
72189.09375 3080288.90625 1 0
17117.5625 3135360.4375 1 0
-37953.96875 3190431.96875 1 0
-93025.5 3245503.5 1 0
-148097.03125 3300575.03125 1 0
-203168.5625 3355646.5625 1 0
-258240.09375 3410718.09375 1 0
-313311.625 3465789.625 1 0
-368383.15625 3520861.15625 1 0
-423454.6875 3575932.6875 1 0
-478526.21875 3631004.21875 1 0
-533597.75 3686075.75 1 0
-588669.28125 3741147.28125 1 0
-643740.8125 3796218.8125 1 0
-698812.34375 3851290.34375 1 0
-753883.875 3906361.875 1 0
-808955.40625 3961433.40625 1 0
-864026.9375 4016504.9375 1 0
-919098.46875 4071576.46875 1 0
-974170.0 4126648.0 1 0
-1063277.609375 4037540.390625 1 0
-1152385.21875 3948432.78125 1 0
-1241492.828125 3859325.171875 1 0
-1330600.4375 3770217.5625 1 0
-1419708.046875 3681109.953125 1 0
-1508815.65625 3592002.34375 1 0
-1597923.265625 3502894.734375 1 0
-1687030.875 3413787.125 1 0
-1776138.484375 3324679.515625 1 0
-1865246.09375 3235571.90625 1 0
-1954353.703125 3146464.296875 1 0
-2043461.3125 3057356.6875 1 0
-2132568.921875 2968249.078125 1 0
-2221676.53125 2879141.46875 1 0
-2310784.140625 2790033.859375 1 0
-2399891.75 2700926.25 1 0
-2488999.359375 2611818.640625 1 0
-2578106.96875 2522711.03125 1 0
-2667214.578125 2433603.421875 1 0
-2756322.1875 2344495.8125 1 0
-2845429.796875 2255388.203125 1 0
-2934537.40625 2166280.59375 1 0
-3023645.015625 2077172.984375 1 0
-3112752.625 1988065.375 1 0
-3201860.234375 1898957.765625 1 0
-3290967.84375 1809850.15625 1 0
-3380075.453125 1720742.546875 1 0
-3469183.0625 1631634.9375 1 0
-3558290.671875 1542527.328125 1 0
-3647398.28125 1453419.71875 1 0
-3736505.890625 1364312.109375 1 0
-3825613.5 1275204.5 1 0
-3914721.109375 1186096.890625 1 0
-4003828.71875 1096989.28125 1 0
-4092936.328125 1007881.671875 1 0
-4182043.9375 918774.0625 1 0
-4271151.546875 829666.453125 1 0
-4360259.15625 740558.84375 1 0
-4449366.765625 651451.234375 1 0
-4538474.375 562343.625 1 0
-4627581.984375 473236.015625 1 0
-4716689.59375 384128.40625 1 0
-4805797.203125 295020.796875 1 0
-4894904.8125 205913.1875 1 0
-4984012.421875 116805.578125 1 0
-5073120.03125 27697.96875 1 0
-5162227.640625 -61409.640625 1 0
-5251335.25 -150517.25 1 0
-5340442.859375 -239624.859375 1 0
-5429550.46875 -328732.46875 1 0
-5518658.078125 -417840.078125 1 0
-5607765.6875 -506947.6875 1 0
-5696873.296875 -596055.296875 1 0
-5785980.90625 -685162.90625 1 0
-5875088.515625 -774270.515625 1 0
-5964196.125 -863378.125 1 0
-6053303.734375 -952485.734375 1 0
-6142411.34375 -1041593.34375 1 0
-6231518.953125 -1130700.953125 1 0
-6320626.5625 -1219808.5625 1 0
-6409734.171875 -1308916.171875 1 0
-6498841.78125 -1398023.78125 1 0
-6587949.390625 -1487131.390625 1 0
-6677057.0 -1576239.0 1 0
-6532877.859375 -1720418.140625 1 0
-6388698.71875 -1864597.28125 1 0
-6244519.578125 -2008776.421875 1 0
-6100340.4375 -2152955.5625 1 0
-5956161.296875 -2297134.703125 1 0
-5811982.15625 -2441313.84375 1 0
-5667803.015625 -2585492.984375 1 0
-5523623.875 -2729672.125 1 0
-5379444.734375 -2873851.265625 1 0
-5235265.59375 -3018030.40625 1 0
-5091086.453125 -3162209.546875 1 0
-4946907.3125 -3306388.6875 1 0
-4802728.171875 -3450567.828125 1 0
-4658549.03125 -3594746.96875 1 0
-4514369.890625 -3738926.109375 1 0
-4370190.75 -3883105.25 1 0
-4226011.609375 -4027284.390625 1 0
-4081832.46875 -4171463.53125 1 0
-3937653.328125 -4315642.671875 1 0
-3793474.1875 -4459821.8125 1 0
-3649295.046875 -4604000.953125 1 0
-3505115.90625 -4748180.09375 1 0
-3360936.765625 -4892359.234375 1 0
-3216757.625 -5036538.375 1 0
-3072578.484375 -5180717.515625 1 0
-2928399.34375 -5324896.65625 1 0
-2784220.203125 -5469075.796875 1 0
-2640041.0625 -5613254.9375 1 0
-2495861.921875 -5757434.078125 1 0
-2351682.78125 -5901613.21875 1 0
-2207503.640625 -6045792.359375 1 0
-2063324.5 -6189971.5 1 0
-1919145.359375 -6334150.640625 1 0
-1774966.21875 -6478329.78125 1 0
-1630787.078125 -6622508.921875 1 0
-1486607.9375 -6766688.0625 1 0
-1342428.796875 -6910867.203125 1 0
-1198249.65625 -7055046.34375 1 0
-1054070.515625 -7199225.484375 1 0
-909891.375 -7343404.625 1 0
-765712.234375 -7487583.765625 1 0
-621533.09375 -7631762.90625 1 0
-477353.953125 -7775942.046875 1 0
-333174.8125 -7920121.1875 1 0
-188995.671875 -8064300.328125 1 0
-44816.53125 -8208479.46875 1 0
99362.609375 -8352658.609375 1 0
243541.75 -8496837.75 1 0
387720.890625 -8641016.890625 1 0
531900.03125 -8785196.03125 1 0
676079.171875 -8929375.171875 1 0
820258.3125 -9073554.3125 1 0
964437.453125 -9217733.453125 1 0
1108616.59375 -9361912.59375 1 0
1252795.734375 -9506091.734375 1 0
1396974.875 -9650270.875 1 0
1541154.015625 -9794450.015625 1 0
1685333.15625 -9938629.15625 1 0
1829512.296875 -10082808.296875 1 0
1973691.4375 -10226987.4375 1 0
2117870.578125 -10371166.578125 1 0
2262049.71875 -10515345.71875 1 0
2406228.859375 -10659524.859375 1 0
2550408.0 -10803704.0 1 0
2783694.75 -10570417.25 1 0
3016981.5 -10337130.5 1 0
3250268.25 -10103843.75 1 0
3483555.0 -9870557.0 1 0
3716841.75 -9637270.25 1 0
3950128.5 -9403983.5 1 0
4183415.25 -9170696.75 1 0
4416702.0 -8937410.0 1 0
4649988.75 -8704123.25 1 0
4883275.5 -8470836.5 1 0
5116562.25 -8237549.75 1 0
5349849.0 -8004263.0 1 0
5583135.75 -7770976.25 1 0
5816422.5 -7537689.5 1 0
6049709.25 -7304402.75 1 0
6282996.0 -7071116.0 1 0
6516282.75 -6837829.25 1 0
6749569.5 -6604542.5 1 0
6982856.25 -6371255.75 1 0
7216143.0 -6137969.0 1 0
7449429.75 -5904682.25 1 0
7682716.5 -5671395.5 1 0
7916003.25 -5438108.75 1 0
8149290.0 -5204822.0 1 0
8382576.75 -4971535.25 1 0
8615863.5 -4738248.5 1 0
8849150.25 -4504961.75 1 0
9082437.0 -4271675.0 1 0
9315723.75 -4038388.25 1 0
9549010.5 -3805101.5 1 0
9782297.25 -3571814.75 1 0
10015584.0 -3338528.0 1 0
10248870.75 -3105241.25 1 0
10482157.5 -2871954.5 1 0
10715444.25 -2638667.75 1 0
10948731.0 -2405381.0 1 0
11182017.75 -2172094.25 1 0
11415304.5 -1938807.5 1 0
11648591.25 -1705520.75 1 0
11881878.0 -1472234.0 1 0
12115164.75 -1238947.25 1 0
12348451.5 -1005660.5 1 0
12581738.25 -772373.75 1 0
12815025.0 -539087.0 1 0
13048311.75 -305800.25 1 0
13281598.5 -72513.5 1 0
13514885.25 160773.25 1 0
13748172.0 394060.0 1 0
13981458.75 627346.75 1 0
14214745.5 860633.5 1 0
14448032.25 1093920.25 1 0
14681319.0 1327207.0 1 0
14914605.75 1560493.75 1 0
15147892.5 1793780.5 1 0
15381179.25 2027067.25 1 0
15614466.0 2260354.0 1 0
15847752.75 2493640.75 1 0
16081039.5 2726927.5 1 0
16314326.25 2960214.25 1 0
16547613.0 3193501.0 1 0
16780899.75 3426787.75 1 0
17014186.5 3660074.5 1 0
17247473.25 3893361.25 1 0
17480760.0 4126648.0 1 0
17103294.109375 4504113.890625 1 0
16725828.21875 4881579.78125 1 0
16348362.328125 5259045.671875 1 0
15970896.4375 5636511.5625 1 0
15593430.546875 6013977.453125 1 0
15215964.65625 6391443.34375 1 0
14838498.765625 6768909.234375 1 0
14461032.875 7146375.125 1 0
14083566.984375 7523841.015625 1 0
13706101.09375 7901306.90625 1 0
13328635.203125 8278772.796875 1 0
12951169.3125 8656238.6875 1 0
12573703.421875 9033704.578125 1 0
12196237.53125 9411170.46875 1 0
11818771.640625 9788636.359375 1 0
11441305.75 10166102.25 1 0
11063839.859375 10543568.140625 1 0
10686373.96875 10921034.03125 1 0
10308908.078125 11298499.921875 1 0
9931442.1875 11675965.8125 1 0
9553976.296875 12053431.703125 1 0
9176510.40625 12430897.59375 1 0
8799044.515625 12808363.484375 1 0
8421578.625 13185829.375 1 0
8044112.734375 13563295.265625 1 0
7666646.84375 13940761.15625 1 0
7289180.953125 14318227.046875 1 0
6911715.0625 14695692.9375 1 0
6534249.171875 15073158.828125 1 0
6156783.28125 15450624.71875 1 0
5779317.390625 15828090.609375 1 0
5401851.5 16205556.5 1 0
5024385.609375 16583022.390625 1 0
4646919.71875 16960488.28125 1 0
4269453.828125 17337954.171875 1 0
3891987.9375 17715420.0625 1 0
3514522.046875 18092885.953125 1 0
3137056.15625 18470351.84375 1 0
2759590.265625 18847817.734375 1 0
2382124.375 19225283.625 1 0
2004658.484375 19602749.515625 1 0
1627192.59375 19980215.40625 1 0
1249726.703125 20357681.296875 1 0
872260.8125 20735147.1875 1 0
494794.921875 21112613.078125 1 0
117329.03125 21490078.96875 1 0
-260136.859375 21867544.859375 1 0
-637602.75 22245010.75 1 0
-1015068.640625 22622476.640625 1 0
-1392534.53125 22999942.53125 1 0
-1770000.421875 23377408.421875 1 0
-2147466.3125 23754874.3125 1 0
-2524932.203125 24132340.203125 1 0
-2902398.09375 24509806.09375 1 0
-3279863.984375 24887271.984375 1 0
-3657329.875 25264737.875 1 0
-4034795.765625 25642203.765625 1 0
-4412261.65625 26019669.65625 1 0
-4789727.546875 26397135.546875 1 0
-5167193.4375 26774601.4375 1 0
-5544659.328125 27152067.328125 1 0
-5922125.21875 27529533.21875 1 0
-6299591.109375 27906999.109375 1 0
-6677057.0 28284465.0 1 0
-7287809.640625 27673712.359375 1 0
-7898562.28125 27062959.71875 1 0
-8509314.921875 26452207.078125 1 0
-9120067.5625 25841454.4375 1 0
-9730820.203125 25230701.796875 1 0
-10341572.84375 24619949.15625 1 0
-10952325.484375 24009196.515625 1 0
-11563078.125 23398443.875 1 0
-12173830.765625 22787691.234375 1 0
-12784583.40625 22176938.59375 1 0
-13395336.046875 21566185.953125 1 0
-14006088.6875 20955433.3125 1 0
-14616841.328125 20344680.671875 1 0
-15227593.96875 19733928.03125 1 0
-15838346.609375 19123175.390625 1 0
-16449099.25 18512422.75 1 0
-17059851.890625 17901670.109375 1 0
-17670604.53125 17290917.46875 1 0
-18281357.171875 16680164.828125 1 0
-18892109.8125 16069412.1875 1 0
-19502862.453125 15458659.546875 1 0
-20113615.09375 14847906.90625 1 0
-20724367.734375 14237154.265625 1 0
-21335120.375 13626401.625 1 0
-21945873.015625 13015648.984375 1 0
-22556625.65625 12404896.34375 1 0
-23167378.296875 11794143.703125 1 0
-23778130.9375 11183391.0625 1 0
-24388883.578125 10572638.421875 1 0
-24999636.21875 9961885.78125 1 0
-25610388.859375 9351133.140625 1 0
-26221141.5 8740380.5 1 0
-26831894.140625 8129627.859375 1 0
-27442646.78125 7518875.21875 1 0
-28053399.421875 6908122.578125 1 0
-28664152.0625 6297369.9375 1 0
-29274904.703125 5686617.296875 1 0
-29885657.34375 5075864.65625 1 0
-30496409.984375 4465112.015625 1 0
-31107162.625 3854359.375 1 0
-31717915.265625 3243606.734375 1 0
-32328667.90625 2632854.09375 1 0
-32939420.546875 2022101.453125 1 0
-33550173.1875 1411348.8125 1 0
-34160925.828125 800596.171875 1 0
-34771678.46875 189843.53125 1 0
-35382431.109375 -420909.109375 1 0
-35993183.75 -1031661.75 1 0
-36603936.390625 -1642414.390625 1 0
-37214689.03125 -2253167.03125 1 0
-37825441.671875 -2863919.671875 1 0
-38436194.3125 -3474672.3125 1 0
-39046946.953125 -4085424.953125 1 0
-39657699.59375 -4696177.59375 1 0
-40268452.234375 -5306930.234375 1 0
-40879204.875 -5917682.875 1 0
-41489957.515625 -6528435.515625 1 0
-42100710.15625 -7139188.15625 1 0
-42711462.796875 -7749940.796875 1 0
-43322215.4375 -8360693.4375 1 0
-43932968.078125 -8971446.078125 1 0
-44543720.71875 -9582198.71875 1 0
-45154473.359375 -10192951.359375 1 0
-45765226.0 -10803704.0 1 0
-44777007.46875 -11791922.53125 1 0
-43788788.9375 -12780141.0625 1 0
-42800570.40625 -13768359.59375 1 0
-41812351.875 -14756578.125 1 0
-40824133.34375 -15744796.65625 1 0
-39835914.8125 -16733015.1875 1 0
-38847696.28125 -17721233.71875 1 0
-37859477.75 -18709452.25 1 0
-36871259.21875 -19697670.78125 1 0
-35883040.6875 -20685889.3125 1 0
-34894822.15625 -21674107.84375 1 0
-33906603.625 -22662326.375 1 0
-32918385.09375 -23650544.90625 1 0
-31930166.5625 -24638763.4375 1 0
-30941948.03125 -25626981.96875 1 0
-29953729.5 -26615200.5 1 0
-28965510.96875 -27603419.03125 1 0
-27977292.4375 -28591637.5625 1 0
-26989073.90625 -29579856.09375 1 0
-26000855.375 -30568074.625 1 0
-25012636.84375 -31556293.15625 1 0
-24024418.3125 -32544511.6875 1 0
-23036199.78125 -33532730.21875 1 0
-22047981.25 -34520948.75 1 0
-21059762.71875 -35509167.28125 1 0
-20071544.1875 -36497385.8125 1 0
-19083325.65625 -37485604.34375 1 0
-18095107.125 -38473822.875 1 0
-17106888.59375 -39462041.40625 1 0
-16118670.0625 -40450259.9375 1 0
-15130451.53125 -41438478.46875 1 0
-14142233.0 -42426697.0 1 0
-13154014.46875 -43414915.53125 1 0
-12165795.9375 -44403134.0625 1 0
-11177577.40625 -45391352.59375 1 0
-10189358.875 -46379571.125 1 0
-9201140.34375 -47367789.65625 1 0
-8212921.8125 -48356008.1875 1 0
-7224703.28125 -49344226.71875 1 0
-6236484.75 -50332445.25 1 0
-5248266.21875 -51320663.78125 1 0
-4260047.6875 -52308882.3125 1 0
-3271829.15625 -53297100.84375 1 0
-2283610.625 -54285319.375 1 0
-1295392.09375 -55273537.90625 1 0
-307173.5625 -56261756.4375 1 0
681044.96875 -57249974.96875 1 0
1669263.5 -58238193.5 1 0
2657482.03125 -59226412.03125 1 0
3645700.5625 -60214630.5625 1 0
4633919.09375 -61202849.09375 1 0
5622137.625 -62191067.625 1 0
6610356.15625 -63179286.15625 1 0
7598574.6875 -64167504.6875 1 0
8586793.21875 -65155723.21875 1 0
9575011.75 -66143941.75 1 0
10563230.28125 -67132160.28125 1 0
11551448.8125 -68120378.8125 1 0
12539667.34375 -69108597.34375 1 0
13527885.875 -70096815.875 1 0
14516104.40625 -71085034.40625 1 0
15504322.9375 -72073252.9375 1 0
16492541.46875 -73061471.46875 1 0
17480760.0 -74049690.0 1 0
19079731.171875 -72450718.828125 1 0
20678702.34375 -70851747.65625 1 0
22277673.515625 -69252776.484375 1 0
23876644.6875 -67653805.3125 1 0
25475615.859375 -66054834.140625 1 0
27074587.03125 -64455862.96875 1 0
28673558.203125 -62856891.796875 1 0
30272529.375 -61257920.625 1 0
31871500.546875 -59658949.453125 1 0
33470471.71875 -58059978.28125 1 0
35069442.890625 -56461007.109375 1 0
36668414.0625 -54862035.9375 1 0
38267385.234375 -53263064.765625 1 0
39866356.40625 -51664093.59375 1 0
41465327.578125 -50065122.421875 1 0
43064298.75 -48466151.25 1 0
44663269.921875 -46867180.078125 1 0
46262241.09375 -45268208.90625 1 0
47861212.265625 -43669237.734375 1 0
49460183.4375 -42070266.5625 1 0
51059154.609375 -40471295.390625 1 0
52658125.78125 -38872324.21875 1 0
54257096.953125 -37273353.046875 1 0
55856068.125 -35674381.875 1 0
57455039.296875 -34075410.703125 1 0
59054010.46875 -32476439.53125 1 0
60652981.640625 -30877468.359375 1 0
62251952.8125 -29278497.1875 1 0
63850923.984375 -27679526.015625 1 0
65449895.15625 -26080554.84375 1 0
67048866.328125 -24481583.671875 1 0
68647837.5 -22882612.5 1 0
70246808.671875 -21283641.328125 1 0
71845779.84375 -19684670.15625 1 0
73444751.015625 -18085698.984375 1 0
75043722.1875 -16486727.8125 1 0
76642693.359375 -14887756.640625 1 0
78241664.53125 -13288785.46875 1 0
79840635.703125 -11689814.296875 1 0
81439606.875 -10090843.125 1 0
83038578.046875 -8491871.953125 1 0
84637549.21875 -6892900.78125 1 0
86236520.390625 -5293929.609375 1 0
87835491.5625 -3694958.4375 1 0
89434462.734375 -2095987.265625 1 0
91033433.90625 -497016.09375 1 0
92632405.078125 1101955.078125 1 0
94231376.25 2700926.25 1 0
95830347.421875 4299897.421875 1 0
97429318.59375 5898868.59375 1 0
99028289.765625 7497839.765625 1 0
100627260.9375 9096810.9375 1 0
102226232.109375 10695782.109375 1 0
103825203.28125 12294753.28125 1 0
105424174.453125 13893724.453125 1 0
107023145.625 15492695.625 1 0
108622116.796875 17091666.796875 1 0
110221087.96875 18690637.96875 1 0
111820059.140625 20289609.140625 1 0
113419030.3125 21888580.3125 1 0
115018001.484375 23487551.484375 1 0
116616972.65625 25086522.65625 1 0
118215943.828125 26685493.828125 1 0
119814915.0 28284465.0 1 0
117227725.296875 30871654.703125 1 0
114640535.59375 33458844.40625 1 0
112053345.890625 36046034.109375 1 0
109466156.1875 38633223.8125 1 0
106878966.484375 41220413.515625 1 0
104291776.78125 43807603.21875 1 0
101704587.078125 46394792.921875 1 0
99117397.375 48981982.625 1 0
96530207.671875 51569172.328125 1 0
93943017.96875 54156362.03125 1 0
91355828.265625 56743551.734375 1 0
88768638.5625 59330741.4375 1 0
86181448.859375 61917931.140625 1 0
83594259.15625 64505120.84375 1 0
81007069.453125 67092310.546875 1 0
78419879.75 69679500.25 1 0
75832690.046875 72266689.953125 1 0
73245500.34375 74853879.65625 1 0
70658310.640625 77441069.359375 1 0
68071120.9375 80028259.0625 1 0
65483931.234375 82615448.765625 1 0
62896741.53125 85202638.46875 1 0
60309551.828125 87789828.171875 1 0
57722362.125 90377017.875 1 0
55135172.421875 92964207.578125 1 0
52547982.71875 95551397.28125 1 0
49960793.015625 98138586.984375 1 0
47373603.3125 100725776.6875 1 0
44786413.609375 103312966.390625 1 0
42199223.90625 105900156.09375 1 0
39612034.203125 108487345.796875 1 0
37024844.5 111074535.5 1 0
34437654.796875 113661725.203125 1 0
31850465.09375 116248914.90625 1 0
29263275.390625 118836104.609375 1 0
26676085.6875 121423294.3125 1 0
24088895.984375 124010484.015625 1 0
21501706.28125 126597673.71875 1 0
18914516.578125 129184863.421875 1 0
16327326.875 131772053.125 1 0
13740137.171875 134359242.828125 1 0
11152947.46875 136946432.53125 1 0
8565757.765625 139533622.234375 1 0
5978568.0625 142120811.9375 1 0
3391378.359375 144708001.640625 1 0
804188.65625 147295191.34375 1 0
-1783001.046875 149882381.046875 1 0
-4370190.75 152469570.75 1 0
-6957380.453125 155056760.453125 1 0
-9544570.15625 157643950.15625 1 0
-12131759.859375 160231139.859375 1 0
-14718949.5625 162818329.5625 1 0
-17306139.265625 165405519.265625 1 0
-19893328.96875 167992708.96875 1 0
-22480518.671875 170579898.671875 1 0
-25067708.375 173167088.375 1 0
-27654898.078125 175754278.078125 1 0
